"","last_scraped","host_since","calendar_last_scraped","first_review","last_review"
"367",2021-12-17,2012-10-21,2021-12-17,2012-12-12,2020-05-11
"368",2021-12-17,2012-05-26,2021-12-17,2013-01-03,2021-05-19
"369",2021-12-17,2012-08-20,2021-12-17,2013-05-07,2021-10-23
"370",2021-12-17,2012-10-24,2021-12-17,2013-01-04,2020-03-20
"371",2021-12-17,2012-10-24,2021-12-17,2013-04-15,2020-03-15
"372",2021-12-17,2009-11-14,2021-12-17,2013-05-06,2021-09-02
"373",2021-12-17,2012-10-30,2021-12-17,2013-03-11,2019-10-27
"374",2021-12-17,2012-11-01,2021-12-17,2013-02-03,2021-11-14
"375",2021-12-17,2012-05-21,2021-12-17,2014-08-21,2016-01-08
"376",2021-12-17,2012-11-03,2021-12-17,2014-07-30,2016-05-23
"377",2021-12-17,2012-11-04,2021-12-17,2012-12-29,2021-12-05
"378",2021-12-17,2012-07-16,2021-12-17,2013-01-02,2020-02-12
"379",2021-12-17,2012-11-05,2021-12-17,2013-02-18,2020-10-10
"380",2021-12-18,2012-11-06,2021-12-18,2013-02-16,2021-11-30
"381",2021-12-17,2012-07-29,2021-12-17,2012-12-04,2016-04-25
"382",2021-12-17,2012-11-08,2021-12-17,2020-03-22,2020-03-22
"383",2021-12-17,2012-11-09,2021-12-17,2015-08-04,2016-10-31
"384",2021-12-17,2012-05-26,2021-12-17,2013-07-23,2021-10-02
"385",2021-12-17,2012-11-12,2021-12-17,2013-01-04,2015-01-01
"386",2021-12-17,2012-11-13,2021-12-17,2012-12-18,2021-12-16
"387",2021-12-17,2012-11-04,2021-12-17,2013-09-18,2021-09-25
"388",2021-12-17,2012-11-17,2021-12-17,2014-08-15,2016-05-18
"389",2021-12-17,2012-08-19,2021-12-17,2014-08-12,2014-08-12
"390",2021-12-17,2011-08-24,2021-12-17,2013-06-05,2018-06-03
"391",2021-12-17,2012-05-28,2021-12-17,2019-07-31,2019-08-31
"392",2021-12-17,2012-10-21,2021-12-17,2013-01-02,2017-09-26
"393",2021-12-17,2012-11-24,2021-12-17,2013-04-14,2021-08-31
"394",2021-12-17,2012-11-26,2021-12-17,2016-02-22,2016-02-22
"395",2021-12-17,2012-11-28,2021-12-17,2013-04-29,2020-07-20
"396",2021-12-17,2012-11-29,2021-12-17,2013-01-06,2016-08-26
"397",2021-12-17,2011-11-29,2021-12-17,2016-10-25,2018-06-06
"398",2021-12-17,2012-11-30,2021-12-17,2013-04-29,2021-10-13
"399",2021-12-17,2012-12-01,2021-12-17,2014-02-13,2021-09-26
"400",2021-12-17,2012-12-01,2021-12-17,2013-01-28,2020-10-07
"401",2021-12-17,2012-12-02,2021-12-17,2016-04-29,2016-05-09
"402",2021-12-17,2012-12-02,2021-12-17,2013-06-04,2021-11-28
"403",2021-12-17,2012-12-04,2021-12-17,2013-08-25,2018-09-24
"404",2021-12-17,2012-08-31,2021-12-17,2013-06-25,2021-11-15
"405",2021-12-17,2012-04-23,2021-12-17,2019-03-30,2019-10-02
"406",2021-12-17,2012-12-07,2021-12-17,2013-01-03,2021-11-21
"407",2021-12-17,2012-12-07,2021-12-17,2014-05-06,2015-09-04
"408",2021-12-17,2012-11-27,2021-12-17,2016-08-03,2020-08-03
"409",2021-12-17,2011-09-20,2021-12-17,2013-07-25,2017-09-04
"410",2021-12-17,2012-12-08,2021-12-17,2013-01-04,2014-10-13
"411",2021-12-18,2012-12-06,2021-12-18,2013-04-19,2021-12-09
"412",2021-12-17,2012-12-10,2021-12-17,2014-09-10,2014-09-10
"413",2021-12-17,2012-12-12,2021-12-17,2013-01-11,2020-10-25
"414",2021-12-17,2011-05-02,2021-12-17,2013-01-11,2021-12-11
"415",2021-12-17,2012-12-17,2021-12-17,2013-11-16,2021-11-01
"416",2021-12-18,2012-11-30,2021-12-18,2014-06-09,2021-12-01
"417",2021-12-17,2011-08-03,2021-12-17,2013-12-09,2021-11-20
"418",2021-12-17,2012-12-21,2021-12-17,2013-04-01,2020-04-11
"419",2021-12-18,2012-12-23,2021-12-18,2013-10-07,2020-03-01
"420",2021-12-17,2012-12-24,2021-12-17,2013-11-05,2016-10-24
"421",2021-12-17,2012-12-25,2021-12-17,2013-08-24,2015-12-18
"422",2021-12-17,2012-12-25,2021-12-17,2013-01-05,2018-06-03
"423",2021-12-18,2012-09-14,2021-12-18,2013-07-02,2021-12-13
"424",2021-12-17,2012-01-09,2021-12-17,2014-12-28,2021-12-14
"425",2021-12-17,2013-01-02,2021-12-17,2013-09-09,2021-10-20
"426",2021-12-17,2012-12-19,2021-12-17,2013-09-24,2015-08-11
"427",2021-12-18,2013-01-03,2021-12-18,2013-07-01,2019-03-23
"428",2021-12-18,2013-01-04,2021-12-18,2013-04-11,2021-11-15
"429",2021-12-17,2012-07-05,2021-12-17,2014-03-01,2020-12-01
"430",2021-12-17,2013-01-05,2021-12-17,2013-08-26,2013-08-26
"431",2021-12-17,2011-05-05,2021-12-17,2013-05-12,2021-11-03
"432",2021-12-17,2012-09-16,2021-12-17,2013-05-09,2020-09-30
"433",2021-12-17,2010-11-23,2021-12-17,2013-02-20,2021-12-05
"434",2021-12-17,2013-01-08,2021-12-17,2013-03-18,2021-11-28
"435",2021-12-17,2011-06-22,2021-12-17,2017-01-03,2017-03-05
"436",2021-12-17,2011-11-28,2021-12-17,2013-07-29,2021-10-18
"437",2021-12-17,2013-01-10,2021-12-17,2014-09-23,2021-09-12
"438",2021-12-17,2013-01-10,2021-12-17,2015-07-25,2021-10-04
"439",2021-12-17,2013-01-12,2021-12-17,2013-02-26,2021-11-30
"440",2021-12-17,2012-11-06,2021-12-17,2013-03-11,2017-11-20
"441",2021-12-17,2013-01-16,2021-12-17,2013-03-09,2021-04-01
"442",2021-12-17,2013-01-18,2021-12-17,2015-06-08,2021-10-31
"443",2021-12-17,2011-09-18,2021-12-17,2014-09-02,2014-09-07
"444",2021-12-17,2013-01-21,2021-12-17,2013-05-13,2020-03-07
"445",2021-12-17,2011-10-25,2021-12-17,2013-02-12,2015-05-27
"446",2021-12-17,2013-01-22,2021-12-17,2015-11-26,2021-09-22
"447",2021-12-17,2011-03-17,2021-12-17,2013-04-25,2020-03-02
"448",2021-12-17,2012-01-03,2021-12-17,2015-10-02,2020-10-17
"449",2021-12-17,2013-01-23,2021-12-17,2013-03-31,2021-11-29
"450",2021-12-17,2013-01-26,2021-12-17,2013-11-03,2021-08-05
"451",2021-12-17,2012-01-06,2021-12-17,2013-07-14,2021-12-06
"452",2021-12-17,2013-03-04,2021-12-17,2013-07-06,2021-08-14
"453",2021-12-17,2010-11-02,2021-12-17,2013-04-09,2021-12-06
"454",2021-12-17,2013-02-02,2021-12-17,2013-04-04,2021-12-07
"455",2021-12-17,2013-02-04,2021-12-17,2021-11-09,2021-11-09
"456",2021-12-17,2013-02-04,2021-12-17,2016-01-03,2019-08-17
"457",2021-12-17,2013-02-05,2021-12-17,2013-02-09,2019-06-10
"458",2021-12-17,2011-09-12,2021-12-17,2013-02-20,2021-11-21
"459",2021-12-17,2012-06-13,2021-12-17,2013-04-02,2021-11-29
"460",2021-12-18,2011-10-28,2021-12-18,2014-06-22,2020-09-02
"461",2021-12-17,2012-05-09,2021-12-17,2015-04-24,2019-10-26
"462",2021-12-17,2011-08-06,2021-12-17,2013-05-01,2020-08-31
"463",2021-12-17,2012-01-20,2021-12-17,2013-05-09,2019-09-12
"464",2021-12-17,2012-09-16,2021-12-17,2013-03-20,2021-10-17
"465",2021-12-17,2011-04-01,2021-12-17,2014-04-04,2020-02-26
"466",2021-12-18,2013-02-26,2021-12-18,2014-05-18,2021-08-13
"467",2021-12-18,2013-02-26,2021-12-18,2014-06-21,2020-01-12
"468",2021-12-17,2012-12-21,2021-12-17,2013-03-26,2020-09-13
"469",2021-12-17,2012-01-09,2021-12-17,2013-04-07,2021-11-28
"470",2021-12-17,2013-01-22,2021-12-17,2014-06-28,2020-01-06
"471",2021-12-17,2013-03-05,2021-12-17,2014-07-28,2019-07-02
"472",2021-12-17,2013-03-05,2021-12-17,2013-05-10,2021-12-07
"473",2021-12-17,2013-03-06,2021-12-17,2013-06-02,2016-05-30
"474",2021-12-17,2013-03-06,2021-12-17,2017-11-27,2018-07-23
"475",2021-12-18,2013-03-07,2021-12-18,2013-05-27,2021-12-10
"476",2021-12-17,2012-07-25,2021-12-17,2013-05-12,2021-11-22
"477",2021-12-17,2013-03-04,2021-12-17,2013-05-21,2019-08-29
"478",2021-12-17,2013-03-08,2021-12-17,2013-04-27,2021-12-01
"479",2021-12-17,2012-09-22,2021-12-17,2013-08-27,2021-11-22
"480",2021-12-17,2012-02-19,2021-12-17,2013-04-05,2021-11-28
"481",2021-12-17,2013-03-11,2021-12-17,2014-06-23,2021-12-14
"482",2021-12-17,2013-03-12,2021-12-17,2013-04-28,2020-01-31
"483",2021-12-17,2013-03-16,2021-12-17,2013-04-03,2021-11-14
"484",2021-12-17,2013-03-19,2021-12-17,2013-04-28,2021-11-29
"485",2021-12-17,2013-01-23,2021-12-17,2013-06-12,2021-12-11
"486",2021-12-17,2013-03-22,2021-12-17,2016-03-05,2020-03-11
"487",2021-12-17,2013-03-13,2021-12-17,2013-04-02,2021-10-19
"488",2021-12-17,2013-03-23,2021-12-17,2014-05-11,2021-07-27
"489",2021-12-17,2012-10-21,2021-12-17,2013-05-28,2020-09-19
"490",2021-12-17,2013-03-24,2021-12-17,2015-02-27,2019-12-24
"491",2021-12-17,2012-08-14,2021-12-17,2013-04-14,2021-09-04
"492",2021-12-18,2013-03-21,2021-12-18,2015-06-09,2021-09-14
"493",2021-12-17,2013-03-30,2021-12-17,2013-05-09,2021-12-12
"494",2021-12-17,2011-07-10,2021-12-17,2014-12-15,2018-10-01
"495",2021-12-17,2011-07-10,2021-12-17,2014-06-28,2017-02-10
"496",2021-12-17,2013-04-01,2021-12-17,2016-07-06,2016-07-06
"497",2021-12-17,2012-11-30,2021-12-17,2013-05-20,2016-03-30
"498",2021-12-17,2013-04-03,2021-12-17,2015-08-04,2016-10-18
"499",2021-12-18,2013-04-05,2021-12-18,2017-05-28,2021-11-22
"500",2021-12-17,2013-04-06,2021-12-17,2014-08-10,2021-11-19
"501",2021-12-17,2013-04-11,2021-12-17,2013-04-26,2019-11-16
"502",2021-12-17,2011-04-18,2021-12-17,2014-07-06,2021-08-16
"503",2021-12-17,2013-04-14,2021-12-17,2017-07-27,2020-04-01
"504",2021-12-17,2013-01-25,2021-12-17,2017-05-22,2021-07-18
"505",2021-12-17,2011-12-13,2021-12-17,2016-05-01,2019-09-30
"506",2021-12-17,2011-09-13,2021-12-17,2015-02-27,2020-06-19
"507",2021-12-17,2013-04-18,2021-12-17,2013-08-12,2021-10-28
"508",2021-12-17,2013-04-22,2021-12-17,2015-01-02,2015-09-30
"509",2021-12-17,2013-04-23,2021-12-17,2013-06-03,2021-12-06
"510",2021-12-17,2013-04-24,2021-12-17,2013-06-11,2016-04-18
"511",2021-12-17,2009-06-23,2021-12-17,2013-07-10,2021-09-26
"512",2021-12-17,2013-04-26,2021-12-17,2014-01-02,2021-11-21
"513",2021-12-17,2013-04-28,2021-12-17,2013-07-10,2021-10-18
"514",2021-12-17,2013-04-28,2021-12-17,2013-06-02,2021-08-29
"515",2021-12-17,2013-04-23,2021-12-17,2014-04-14,2021-11-04
"516",2021-12-17,2013-05-01,2021-12-17,2015-09-09,2018-07-08
"517",2021-12-17,2011-08-03,2021-12-17,2014-01-22,2020-09-19
"518",2021-12-17,2013-04-14,2021-12-17,2015-01-04,2019-10-06
"519",2021-12-17,2013-05-04,2021-12-17,2013-05-15,2021-11-24
"520",2021-12-17,2012-08-05,2021-12-17,2013-06-01,2014-10-08
"521",2021-12-17,2013-04-23,2021-12-17,2015-02-01,2019-08-01
"522",2021-12-17,2013-05-09,2021-12-17,2013-07-29,2021-09-19
"523",2021-12-17,2013-03-12,2021-12-17,2016-08-16,2019-07-15
"524",2021-12-17,2013-05-06,2021-12-17,2013-08-09,2016-08-15
"525",2021-12-17,2013-05-08,2021-12-17,2013-08-22,2021-10-13
"526",2021-12-17,2013-04-04,2021-12-17,2013-07-13,2021-10-24
"527",2021-12-17,2012-06-30,2021-12-17,2013-07-30,2021-09-26
"528",2021-12-17,2013-05-12,2021-12-17,2013-07-15,2019-05-15
"529",2021-12-17,2013-05-12,2021-12-17,2013-08-31,2018-07-24
"530",2021-12-17,2013-02-17,2021-12-17,2013-06-03,2021-12-06
"531",2021-12-18,2013-05-14,2021-12-18,2016-05-15,2016-08-14
"532",2021-12-17,2011-01-03,2021-12-17,2013-07-27,2017-08-21
"533",2021-12-17,2012-11-13,2021-12-17,2013-08-01,2017-04-30
"534",2021-12-17,2013-05-16,2021-12-17,2014-12-19,2021-09-27
"535",2021-12-17,2013-05-17,2021-12-17,2013-06-16,2021-12-05
"536",2021-12-17,2013-05-17,2021-12-17,2013-10-25,2021-12-02
"537",2021-12-17,2013-05-18,2021-12-17,2013-10-17,2019-01-28
"538",2021-12-17,2011-11-03,2021-12-17,2013-06-11,2021-09-29
"539",2021-12-17,2013-05-20,2021-12-17,2013-08-30,2021-11-30
"540",2021-12-17,2012-03-12,2021-12-17,2013-06-03,2019-12-09
"541",2021-12-17,2012-11-22,2021-12-17,2013-06-16,2019-03-23
"542",2021-12-17,2013-05-11,2021-12-17,2014-04-23,2014-04-23
"543",2021-12-17,2012-03-17,2021-12-17,2015-04-08,2016-08-13
"544",2021-12-17,2013-05-24,2021-12-17,2013-07-19,2021-10-10
"545",2021-12-17,2013-05-25,2021-12-17,2019-04-26,2019-09-10
"546",2021-12-17,2013-05-25,2021-12-17,2013-07-09,2018-07-24
"547",2021-12-17,2013-05-26,2021-12-17,2014-04-25,2021-11-28
"548",2021-12-17,2013-03-23,2021-12-17,2016-03-27,2017-08-19
"549",2021-12-17,2011-02-17,2021-12-17,2013-07-01,2021-11-19
"550",2021-12-17,2013-05-29,2021-12-17,2017-02-26,2018-06-10
"551",2021-12-17,2011-07-10,2021-12-17,2013-06-29,2021-09-10
"552",2021-12-17,2013-05-29,2021-12-17,2013-11-01,2021-10-08
"553",2021-12-18,2013-05-26,2021-12-18,2013-12-29,2021-11-13
"554",2021-12-17,2013-05-14,2021-12-17,2013-06-26,2021-10-30
"555",2021-12-17,2013-06-02,2021-12-17,2015-08-17,2021-07-28
"556",2021-12-17,2013-06-04,2021-12-17,2014-10-15,2021-11-01
"557",2021-12-17,2013-01-09,2021-12-17,2013-08-03,2021-09-19
"558",2021-12-17,2011-08-25,2021-12-17,2013-06-12,2021-08-02
"559",2021-12-17,2013-06-05,2021-12-17,2014-06-10,2021-07-12
"560",2021-12-17,2013-05-22,2021-12-17,2014-02-11,2021-12-12
"561",2021-12-17,2013-06-07,2021-12-17,2013-07-12,2019-07-28
"562",2021-12-17,2013-03-15,2021-12-17,2014-04-22,2020-02-29
"563",2021-12-17,2012-06-19,2021-12-17,2013-09-05,2021-09-19
"564",2021-12-18,2013-06-09,2021-12-18,2013-06-18,2020-03-13
"565",2021-12-17,2013-03-18,2021-12-17,2013-12-02,2021-11-19
"566",2021-12-17,2013-06-11,2021-12-17,2013-07-08,2018-01-01
"567",2021-12-18,2013-06-12,2021-12-18,2013-06-19,2021-03-22
"568",2021-12-17,2013-03-20,2021-12-17,2013-10-28,2019-02-12
"569",2021-12-17,2012-08-14,2021-12-17,2014-05-05,2021-09-23
"570",2021-12-17,2013-06-15,2021-12-17,2013-09-13,2020-02-07
"571",2021-12-18,2013-04-26,2021-12-18,2014-06-23,2021-10-19
"572",2021-12-17,2013-04-26,2021-12-17,2013-07-13,2021-10-18
"573",2021-12-17,2013-04-26,2021-12-17,2014-06-03,2021-10-30
"574",2021-12-17,2013-04-26,2021-12-17,2014-07-06,2021-09-19
"575",2021-12-17,2013-06-07,2021-12-17,2013-11-17,2021-11-29
"576",2021-12-17,2013-06-07,2021-12-17,2013-06-27,2021-03-10
"577",2021-12-17,2013-06-11,2021-12-17,2016-07-29,2018-08-06
"578",2021-12-17,2013-06-17,2021-12-17,2013-09-30,2020-03-15
"579",2021-12-17,2013-06-18,2021-12-17,2013-07-29,2021-12-12
"580",2021-12-17,2013-06-07,2021-12-17,2014-05-09,2021-12-07
"581",2021-12-17,2013-06-12,2021-12-17,2013-08-29,2020-12-16
"582",2021-12-17,2013-06-18,2021-12-17,2013-06-24,2020-02-28
"583",2021-12-17,2012-07-29,2021-12-17,2018-07-17,2021-08-08
"584",2021-12-17,2013-06-04,2021-12-17,2013-12-30,2021-11-28
"585",2021-12-17,2013-06-19,2021-12-17,2013-08-10,2018-04-01
"586",2021-12-17,2013-06-20,2021-12-17,2013-07-08,2019-10-01
"587",2021-12-17,2011-12-27,2021-12-17,2014-05-08,2021-11-28
"588",2021-12-17,2013-06-22,2021-12-17,2016-08-06,2016-08-06
"589",2021-12-17,2013-06-22,2021-12-17,2016-09-23,2020-08-15
"590",2021-12-17,2013-06-23,2021-12-17,2013-08-01,2021-11-02
"591",2021-12-17,2013-06-25,2021-12-17,2013-07-02,2021-11-21
"592",2021-12-17,2013-06-25,2021-12-17,2013-08-12,2020-01-02
"593",2021-12-17,2011-06-11,2021-12-17,2018-04-30,2019-05-14
"594",2021-12-17,2013-06-26,2021-12-17,2013-07-30,2018-06-25
"595",2021-12-17,2011-05-19,2021-12-17,2013-10-21,2018-12-31
"596",2021-12-17,2013-06-22,2021-12-17,2013-08-15,2021-09-16
"597",2021-12-17,2011-06-17,2021-12-17,2013-09-05,2018-07-27
"598",2021-12-17,2013-06-29,2021-12-17,2013-08-23,2021-12-11
"599",2021-12-17,2013-06-30,2021-12-17,2013-08-08,2021-10-03
"600",2021-12-17,2013-07-01,2021-12-17,2013-07-12,2021-07-19
"601",2021-12-17,2013-07-03,2021-12-17,2014-09-09,2016-09-19
"602",2021-12-17,2013-07-03,2021-12-17,2016-05-22,2019-07-19
"603",2021-12-17,2013-07-04,2021-12-17,2013-08-17,2020-01-21
"604",2021-12-17,2008-08-16,2021-12-17,2013-08-05,2021-11-30
"605",2021-12-17,2013-07-05,2021-12-17,2014-01-04,2021-11-15
"606",2021-12-17,2013-07-08,2021-12-17,2014-08-02,2014-08-02
"607",2021-12-17,2013-07-08,2021-12-17,2015-04-18,2020-09-04
"608",2021-12-17,2013-07-09,2021-12-17,2013-08-20,2020-03-09
"609",2021-12-17,2012-12-15,2021-12-17,2013-08-11,2018-09-23
"610",2021-12-17,2013-07-12,2021-12-17,2013-07-30,2018-09-21
"611",2021-12-17,2013-07-13,2021-12-17,2013-07-19,2016-09-03
"612",2021-12-17,2010-08-27,2021-12-17,2014-05-07,2019-05-29
"613",2021-12-17,2013-07-15,2021-12-17,2015-09-13,2021-11-03
"614",2021-12-17,2012-08-01,2021-12-17,2016-07-11,2016-09-29
"615",2021-12-17,2013-07-15,2021-12-17,2017-06-25,2020-01-20
"616",2021-12-17,2011-03-05,2021-12-17,2013-08-14,2016-05-14
"617",2021-12-17,2013-06-09,2021-12-17,2013-08-05,2021-12-09
"618",2021-12-17,2013-07-17,2021-12-17,2013-08-04,2021-09-12
"619",2021-12-17,2013-07-18,2021-12-17,2014-06-01,2021-12-06
"620",2021-12-17,2013-07-19,2021-12-17,2013-08-07,2021-10-14
"621",2021-12-17,2012-06-25,2021-12-17,2013-11-19,2017-09-23
"622",2021-12-17,2013-07-15,2021-12-17,2015-05-07,2019-10-27
"623",2021-12-17,2013-07-22,2021-12-17,2014-04-17,2016-04-04
"624",2021-12-17,2013-07-22,2021-12-17,2016-08-16,2016-08-18
"625",2021-12-17,2013-07-25,2021-12-17,2015-07-02,2015-07-08
"626",2021-12-17,2013-07-29,2021-12-17,2013-09-10,2017-08-09
"627",2021-12-17,2013-07-30,2021-12-17,2014-08-13,2017-07-26
"628",2021-12-18,2013-03-11,2021-12-18,2014-02-10,2020-09-08
"629",2021-12-17,2013-07-30,2021-12-17,2019-05-14,2019-05-14
"630",2021-12-17,2012-10-08,2021-12-17,2016-05-08,2017-09-04
"631",2021-12-17,2013-07-24,2021-12-17,2015-11-23,2021-04-02
"632",2021-12-17,2013-03-30,2021-12-17,2014-04-14,2021-08-27
"633",2021-12-17,2012-10-17,2021-12-17,2013-08-28,2021-12-13
"634",2021-12-17,2011-03-30,2021-12-17,2013-09-04,2021-11-21
"635",2021-12-17,2013-08-07,2021-12-17,2013-08-19,2019-09-10
"636",2021-12-17,2012-12-17,2021-12-17,2013-09-28,2020-12-07
"637",2021-12-17,2013-08-10,2021-12-17,2013-08-23,2017-02-19
"638",2021-12-17,2013-08-09,2021-12-17,2015-10-25,2016-10-02
"639",2021-12-17,2013-06-27,2021-12-17,2014-07-19,2016-01-02
"640",2021-12-17,2013-08-13,2021-12-17,2017-05-03,2019-10-14
"641",2021-12-17,2013-08-09,2021-12-17,2017-01-02,2018-08-05
"642",2021-12-17,2013-08-16,2021-12-17,2013-09-16,2021-11-28
"643",2021-12-17,2011-07-05,2021-12-17,2013-10-14,2019-03-30
"644",2021-12-17,2012-02-12,2021-12-17,2017-05-23,2021-10-28
"645",2021-12-17,2013-08-19,2021-12-17,2017-04-26,2021-07-24
"646",2021-12-18,2011-12-06,2021-12-18,2021-07-14,2021-07-14
"647",2021-12-19,2012-09-03,2021-12-19,2013-12-23,2021-11-30
"648",2021-12-17,2010-07-18,2021-12-17,2014-05-20,2021-11-26
"649",2021-12-17,2012-10-03,2021-12-17,2014-02-27,2021-07-29
"650",2021-12-17,2010-07-18,2021-12-17,2014-06-15,2020-11-30
"651",2021-12-17,2013-08-19,2021-12-17,2015-04-20,2021-10-19
"652",2021-12-17,2013-08-19,2021-12-17,2014-12-24,2020-09-20
"653",2021-12-17,2013-08-19,2021-12-17,2014-09-08,2021-11-28
"654",2021-12-17,2013-08-19,2021-12-17,2014-04-19,2021-12-14
"655",2021-12-17,2013-08-19,2021-12-17,2014-02-12,2020-08-02
"656",2021-12-17,2013-08-24,2021-12-17,2016-01-03,2019-02-13
"657",2021-12-17,2012-09-04,2021-12-17,2014-06-07,2021-12-10
"658",2021-12-17,2013-08-25,2021-12-17,2013-09-08,2021-12-03
"659",2021-12-17,2013-08-26,2021-12-17,2013-09-07,2021-11-28
"660",2021-12-17,2013-07-09,2021-12-17,2014-05-11,2017-06-22
"661",2021-12-17,2013-08-27,2021-12-17,2013-09-24,2016-11-24
"662",2021-12-17,2012-09-22,2021-12-17,2019-07-26,2021-07-29
"663",2021-12-17,2013-08-28,2021-12-17,2014-06-07,2017-06-06
"664",2021-12-17,2012-09-06,2021-12-17,2018-05-12,2019-06-23
"665",2021-12-17,2013-08-30,2021-12-17,2013-09-30,2018-09-11
"666",2021-12-17,2012-09-06,2021-12-17,2017-08-05,2018-10-15
"667",2021-12-17,2013-08-31,2021-12-17,2014-01-04,2021-07-29
"668",2021-12-17,2013-06-26,2021-12-17,2014-05-16,2020-10-18
"669",2021-12-17,2013-05-26,2021-12-17,2015-10-05,2021-07-21
"670",2021-12-17,2013-09-04,2021-12-17,2018-05-21,2019-12-02
"671",2021-12-17,2013-09-07,2021-12-17,2014-02-16,2021-09-26
"672",2021-12-17,2012-12-25,2021-12-17,2014-04-28,2018-08-15
"673",2021-12-17,2016-09-07,2021-12-17,2015-06-27,2021-11-30
"674",2021-12-17,2010-11-08,2021-12-17,2015-06-06,2021-12-06
"675",2021-12-17,2013-06-12,2021-12-17,2013-09-25,2021-04-12
"676",2021-12-17,2011-07-20,2021-12-17,2014-06-26,2021-09-15
"677",2021-12-17,2012-10-22,2021-12-17,2014-06-04,2019-07-31
"678",2021-12-17,2013-09-12,2021-12-17,2014-01-15,2019-03-16
"679",2021-12-17,2013-09-14,2021-12-17,2014-04-14,2019-11-11
"680",2021-12-17,2013-01-02,2021-12-17,2013-10-07,2018-05-08
"681",2021-12-17,2012-11-01,2021-12-17,2013-10-28,2019-11-29
"682",2021-12-17,2013-04-17,2021-12-17,2013-10-12,2016-05-01
"683",2021-12-17,2014-05-03,2021-12-17,2014-06-03,2017-07-07
"684",2021-12-17,2013-09-18,2021-12-17,2021-09-06,2021-09-27
"685",2021-12-17,2013-01-09,2021-12-17,2014-04-19,2021-09-14
"686",2021-12-17,2013-09-22,2021-12-17,2014-04-22,2021-12-06
"687",2021-12-17,2012-11-25,2021-12-17,2014-07-23,2021-09-30
"688",2021-12-18,2013-09-24,2021-12-18,2013-10-07,2021-11-21
"689",2021-12-17,2013-05-05,2021-12-17,2018-09-18,2021-10-22
"690",2021-12-17,2013-02-11,2021-12-17,2014-01-02,2016-07-15
"691",2021-12-17,2012-04-01,2021-12-17,2013-10-08,2019-07-01
"692",2021-12-17,2012-10-18,2021-12-17,2013-10-27,2014-12-02
"693",2021-12-17,2013-09-30,2021-12-17,2015-05-19,2021-11-04
"694",2021-12-17,2012-04-27,2021-12-17,2014-07-16,2018-08-18
"695",2021-12-17,2012-05-15,2021-12-17,2013-10-17,2019-10-09
"696",2021-12-17,2013-10-06,2021-12-17,2014-04-27,2020-03-02
"697",2021-12-17,2012-08-05,2021-12-17,2015-12-11,2017-10-07
"698",2021-12-17,2013-10-08,2021-12-17,2017-08-13,2017-08-23
"699",2021-12-17,2013-05-30,2021-12-17,2015-11-02,2021-12-13
"700",2021-12-17,2013-01-16,2021-12-17,2014-01-03,2021-12-15
"701",2021-12-18,2013-10-10,2021-12-18,2014-10-13,2021-11-25
"702",2021-12-17,2013-10-11,2021-12-17,2014-01-05,2021-11-21
"703",2021-12-17,2013-10-13,2021-12-17,2017-05-28,2020-03-01
"704",2021-12-17,2013-03-05,2021-12-17,2014-01-19,2021-09-01
"705",2021-12-17,2013-10-15,2021-12-17,2013-10-31,2021-08-02
"706",2021-12-17,2013-10-18,2021-12-17,2014-02-15,2021-12-11
"707",2021-12-17,2013-05-13,2021-12-17,2015-06-28,2015-09-02
"708",2021-12-17,2013-10-05,2021-12-17,2015-09-28,2016-03-13
"709",2021-12-17,2012-12-01,2021-12-17,2013-12-01,2020-09-27
"710",2021-12-17,2011-12-13,2021-12-17,2013-11-07,2021-10-04
"711",2021-12-17,2013-10-22,2021-12-17,2013-12-15,2021-06-30
"712",2021-12-17,2013-10-22,2021-12-17,2015-04-05,2016-12-22
"713",2021-12-17,2012-10-21,2021-12-17,2013-12-05,2021-12-14
"714",2021-12-17,2013-10-24,2021-12-17,2013-12-14,2021-12-07
"715",2021-12-18,2013-05-06,2021-12-18,2014-01-03,2019-01-02
"716",2021-12-17,2013-10-27,2021-12-17,2014-02-01,2017-07-14
"717",2021-12-17,2012-06-07,2021-12-17,2013-12-17,2017-03-05
"718",2021-12-17,2013-03-29,2021-12-17,2014-02-14,2021-05-20
"719",2021-12-17,2013-04-01,2021-12-17,2014-06-25,2015-07-19
"720",2021-12-18,2013-10-30,2021-12-18,2014-03-31,2021-12-04
"721",2021-12-17,2012-10-31,2021-12-17,2017-03-06,2018-08-27
"722",2021-12-17,2012-04-19,2021-12-17,2014-05-19,2021-12-12
"723",2021-12-17,2013-10-31,2021-12-17,2014-04-13,2020-09-25
"724",2021-12-17,2012-08-12,2021-12-17,2014-07-20,2021-10-23
"725",2021-12-17,2013-10-31,2021-12-17,2014-01-02,2021-09-27
"726",2021-12-17,2013-11-02,2021-12-17,2020-09-07,2020-09-07
"727",2021-12-17,2012-04-21,2021-12-17,2013-09-09,2016-04-25
"728",2021-12-17,2013-11-03,2021-12-17,2014-07-09,2021-08-14
"729",2021-12-17,2013-01-19,2021-12-17,2014-06-02,2019-10-02
"730",2021-12-17,2013-11-04,2021-12-17,2014-07-29,2021-12-13
"731",2021-12-17,2013-06-07,2021-12-17,2013-11-16,2021-12-01
"732",2021-12-17,2013-11-05,2021-12-17,2013-11-23,2021-08-16
"733",2021-12-17,2013-06-25,2021-12-17,2014-02-23,2021-10-21
